JaxSquare.png Jax 	450 	+85 	7.45 	+0.55 	230 	+35 	6.4 	+0.7 	56.3 	+3.375 	0.638 	+3.4% 	22 	+3.0 	30 	+1.25 	350 	125
JayceSquare.png Jayce 	420 	+90 	6 	+0.8 	240 	+40 	7 	+0.7 	46.5 	+3.5 	0.658 	+3% 	16.5 	+3.5 	30 	+0 	335 	125
JinxSquare.png Jinx 	380 	+82 	5 	+0.5 	170 	+45 	5 	+1 	50 	+3 	0.625 	+1% 	17 	+3.5 	30 	+0 	325 	525
KarmaSquare.png Karma 	383 	+83 	4.7 	+0.55 	290 	+50 	6.8 	+0.65 	50 	+3.3 	0.625 	+2.3% 	14 	+3.8 	30 	+0 	335 	525
KarthusSquare.png Karthus 	390 	+75 	5.5 	+0.55 	270 	+61 	6.5 	+0.6 	42.2 	+3.25 	0.625 	+2.11% 	15 	+3.5 	30 	+0 	335 	450
KassadinSquare.png Kassadin 	433 	+78 	6.95 	+0.5 	230 	+70 	6.9 	+0.6 	52.3 	+3.9 	0.64 	+3.7% 	18 	+3.2 	30 	+0 	340 	150
KatarinaSquare.png Katarina 	425 	+80 	6.95 	+0.55 	0 	+0 	0 	+0 	53 	+3.2 	0.658 	+2.74% 	21 	+3.5 	30 	+1.25 	345 	125
KayleSquare.png Kayle 	418 	+93 	7.0 	+0.75 	255 	+40 	6.9 	+0.525 	53.3 	+2.8 	0.638 	+2.2% 	21 	+3.5 	30 	+0 	335 	125
KennenSquare.png Kennen 	403 	+79 	4.5 	+0.65 	200 	+0 	50 	+0 	47 	+3.3 	0.690 	+3.4% 	18 	+3.75 	30 	+0 	335 	550
KhaZixSquare.png Kha'Zix 	430 	+85 	6.25 	+0.75 	260 	+40 	6.75 	+0.5 	50 	+3.1 	0.668 	+2.7% 	19 	+3 	30 	+1.25 	350 	125
KogMawSquare.png Kog'Maw 	400 	+87 	5 	+0.55 	255 	+40 	7.5 	+0.7 	46 	+3 	0.665 	+2.65% 	14 	+3.5 	30 	+0 	325 	500
LeBlancSquare.png LeBlanc 	390 	+75 	6.5 	+0.55 	250 	+50 	6.9 	+0.6 	51 	+3.5 	0.625 	+1.4% 	16 	+3.5 	30 	+0 	335 	525
LeeSinSquare.png Lee Sin 	428 	+85 	8.95 	+0.7 	200 	+0 	50 	+0 	55.8 	+3.2 	0.651 	+3% 	20 	+3.7 	30 	+1.25 	350 	125
LeonaSquare.png Leona 	430 	+87 	7.0 	+0.85 	235 	+40 	7 	+0.7 	55 	+3 	0.625 	+2.9% 	22 	+3.1 	30 	+1.25 	335 	125
LissandraSquare.png Lissandra 	365 	+84 	6 	+0.55 	220 	+50 	5 	+0.4 	48 	+2.7 	0.625 	+1.36% 	14 	+3.7 	30 	+0 	325 	550
LucianSquare.png Lucian 	420 	+80 	5.1 	+0.65 	230 	+41 	7 	+0.7 	49 	+3 	0.638 	+3.3% 	19 	+3 	30 	+0 	335 	500
LuluSquare.png Lulu 	415 	+82 	5 	+0.6 	200 	+55 	5 	+0.5 	44 	+2.6 	0.625 	+2.25% 	13 	+3.7 	30 	+0 	325 	550
LuxSquare.png Lux 	345 	+79 	4.5 	+0.55 	250 	+50 	6 	+0.6 	50 	+3.3 	0.625 	+1.36% 	12 	+4 	30 	+0 	330 	550
MalphiteSquare.png Malphite 	423 	+90 	7.45 	+0.55 	215 	+40 	6.4 	+0.55 	56.3 	+3.375 	0.638 	+3.4% 	22 	+3.75 	30 	+1.25 	335 	125
MalzaharSquare.png Malzahar 	380 	+80 	4.5 	+0.55 	250 	+45 	7.0 	+0.6 	51.66 	+3 	0.625 	+1.36% 	16 	+3.5 	30 	+0 	340 	550
MaokaiSquare.png Maokai 	421 	+90 	7.25 	+0.85 	250 	+46 	6.45 	+0.45 	58 	+3.3 	0.694 	+2.125% 	22 	+4 	30 	+0 	335 	125
MasterYiSquare.png Master Yi 	444 	+92 	6.5 	+0.65 	180 	+42 	6.5 	+0.45 	55 	+3 	0.679 	+2% 	19 	+3 	30 	+1.25 	355 	125
MissFortuneSquare.png Miss Fortune 	435 	+85 	5.1 	+0.65 	212 	+38 	6.95 	+0.65 	46.5 	+3 	0.656 	+3.01% 	19 	+3 	30 	+0 	325 	550
MordekaiserSquare.png Mordekaiser 	421 	+80 	7.45 	+0.55 	120 	+0 	0 	+0 	51.7 	+3.5 	0.694 	+3% 	19 	+3.5 	30 	+1.25 	340 	125
MorganaSquare.png Morgana 	403 	+86 	4.7 	+0.6 	240 	+60 	6.8 	+0.65 	51.58 	+3.5 	0.625 	+1.53% 	19 	+3.8 	30 	+0 	335 	450
NamiSquare.png Nami 	365 	+74 	4.5 	+0.55 	305 	+43 	6.9 	+0.6 	48 	+3.1 	0.644 	+2.61% 	13 	+4 	30 	+0 	335 	550
NasusSquare.png Nasus 	410 	+90 	7.5 	+0.9 	200 	+45 	6.6 	+0.5 	53.3 	+3.5 	0.638 	+3.48% 	19 	+3.5 	30 	+1.25 	350 	125
NautilusSquare.png Nautilus 	432 	+86 	7.45 	+0.55 	200 	+50 	7.45 	+0.7 	52 	+3.3 	0.613 	+1% 	20 	+3.25 	30 	+1.25 	325 	175
NidaleeSquare.png Nidalee 	390 	+90 	5.0 	+0.6 	220 	+45 	7.0 	+0.5 	49 	+3.5 	0.67 	+3.22% 	17 	+3.5 	30 	+0 	335 	525
NocturneSquare.png Nocturne 	440 	+85 	7.0 	+0.75 	215 	+35 	6.0 	+0.45 	54 	+3.1 	0.668 	+2.7% 	21 	+3.5 	30 	+1.25 	345 	125
NunuSquare.png Nunu 	437 	+96 	7.05 	+0.8 	213 	+42 	6.6 	+0.5 	51.06 	+3.45 	0.625 	+2.25% 	20.5 	+3.5 	30 	+1.25 	350 	125
OlafSquare.png Olaf 	441 	+93 	7.0 	+0.9 	190 	+45 	6.5 	+0.575 	54.1 	+3.5 	0.694 	+2.7% 	21 	+3 	30 	+1.25 	350 	125
OriannaSquare.png Orianna 	385 	+79 	5.95 	+0.55 	250 	+50 	7.0 	+0.5 	38 	+2.6 	0.658 	+3.5% 	12 	+3 	30 	+0 	325 	525
PantheonSquare.png Pantheon 	433 	+87 	6.75 	+0.65 	210 	+34 	6.6 	+0.45 	50.7 	+2.9 	0.679 	+2.95% 	21.1 	+3.9 	30 	+1.25 	355 	150
PoppySquare.png Poppy 	423 	+81 	7.45 	+0.55 	185 	+30 	6.4 	+0.45 	56.3 	+3.375 	0.638 	+3.35% 	22 	+4 	30 	+0 	345 	125
QuinnSquare.png Quinn 	390 	+85 	4.5 	+0.55 	210 	+35 	6.3 	+0.4 	48 	+3 	0.668 	+3.1% 	17.5 	+3.5 	30 	+0 	335 	525
RammusSquare.png Rammus 	420 	+86 	7 	+0.55 	255 	+33 	7 	+0.5 	50 	+3.5 	0.625 	+2.215% 	25 	+3.8 	30 	+1.25 	335 	125
RenektonSquare.png Renekton 	426 	+87 	6.7 	+0.75 	100 	+0 	0 	+0 	53.12 	+3.1 	0.665 	+2.65% 	19.2 	+3.8 	30 	+1.25 	345 	125
RengarSquare.png Rengar 	435 	+90 	3.6 	+0.4 	5 	+0 	0 	+0 	55 	+3 	0.679 	+2.85% 	20 	+3.5 	30 	+1.25 	345 	125
RivenSquare.png Riven 	414 	+86 	2.5 	+0.5 	0 	+0 	0 	+0 	51 	+3 	0.625 	+3.5% 	19 	+3.2 	30 	+1.25 	345 	125
RumbleSquare.png Rumble 	450 	+80 	7.0 	+0.6 	100 	+0 	0 	+0 	55.66 	+3.2 	0.644 	+1.85% 	20 	+3.5 	30 	+1.25 	345 	125
RyzeSquare.png Ryze 	414 	+86 	4.35 	+0.55 	250 	+55 	7.0 	+0.6 	52 	+3 	0.625 	+2.112% 	15 	+3.9 	30 	+0 	340 	550
SejuaniSquare.png Sejuani 	440 	+95 	7.25 	+0.85 	220 	+40 	6.45 	+0.45 	52 	+3.3 	0.670 	+1.44% 	24.5 	+3 	30 	+1.25 	340 	125
ShacoSquare.png Shaco 	441 	+84 	7.45 	+0.55 	230 	+40 	6.4 	+0.45 	51.7 	+3.5 	0.694 	+3% 	19 	+3.5 	30 	+1.25 	350 	125
ShenSquare.png Shen 	428 	+85 	7.45 	+0.55 	200 	+0 	50 	+0 	54.5 	+3.375 	0.651 	+3.4% 	19 	+4 	30 	+0 	335 	125
ShyvanaSquare.png Shyvana 	435 	+95 	7.25 	+0.8 	100 	+0 	0 	+0 	55 	+3.4 	0.658 	+2.5% 	22 	+3.35 	30 	+1.25 	350 	125
SingedSquare.png Singed 	405 	+82 	7.1 	+0.55 	215 	+45 	6.6 	+0.55 	56.65 	+3.375 	0.613 	+1.81% 	22 	+3.5 	30 	+0 	345 	125
SionSquare.png Sion 	403 	+104 	7.9 	+0.95 	200 	+40 	6.3 	+0.4 	55.52 	+3.1875 	0.625 	+1.63% 	21.75 	+3.25 	30 	+1.25 	345 	125
SivirSquare.png Sivir 	378 	+82 	4.25 	+0.55 	200 	+50 	6.5 	+0.9 	49 	+3 	0.658 	+1.6% 	16.75 	+3.25 	30 	+0 	335 	500
SkarnerSquare.png Skarner 	440 	+96 	7.5 	+0.85 	205 	+40 	6.45 	+0.45 	54.1 	+4.2 	0.625 	+2.1% 	23 	+3.8 	30 	+1.25 	345 	125
SonaSquare.png Sona 	353 	+77 	4.5 	+0.55 	265 	+45 	7.0 	+0.65 	47 	+3 	0.644 	+2.3% 	15 	+3.3 	30 	+0 	330 	550
SorakaSquare.png Soraka 	405 	+76 	4.5 	+0.55 	240 	+60 	6.8 	+0.65 	48.8 	+3 	0.625 	+2.14% 	17 	+3.8 	30 	+0 	340 	550
SwainSquare.png Swain 	385 	+78 	6.75 	+0.65 	240 	+50 	6.8 	+0.65 	49 	+3 	0.625 	+2.11% 	16 	+4 	30 	+0 	335 	500
SyndraSquare.png Syndra 	380 	+78 	5.5 	+0.6 	250 	+50 	6.9 	+0.6 	51 	+2.9 	0.625 	+2% 	19 	+3.4 	30 	+0 	330 	550
TalonSquare.png Talon 	440 	+85 	7.25 	+0.75 	260 	+40 	6.75 	+0.5 	50 	+3.1 	0.668 	+2.7% 	21 	+3.5 	30 	+1.25 	350 	125
TaricSquare.png Taric 	468 	+90 	7.1 	+0.5 	255 	+56 	4.1 	+0.4 	52 	+3.5 	0.625 	+2.02% 	20.5 	+3.2 	30 	+1.25 	340 	125
TeemoSquare.png Teemo 	378 	+82 	4.65 	+0.65 	200 	+40 	6.45 	+0.45 	44.5 	+3 	0.690 	+3.38% 	18 	+3.75 	30 	+0 	330 	500
ThreshSquare.png Thresh 	411 	+89 	6 	+0.55 	200 	+44 	5 	+0.7 	46 	+2.2 	0.625 	+3.5% 	16 	+0 	30 	+0 	335 	450
TristanaSquare.png Tristana 	415 	+82 	5.1 	+0.65 	193 	+32 	6.45 	+0.45 	46.5 	+3 	0.656 	+4% 	19 	+3 	30 	+0 	325 	550
TrundleSquare.png Trundle 	455 	+96 	8.0 	+0.85 	206 	+45 	6.5 	+0.6 	55 	+3 	0.67 	+2.9% 	23 	+2.7 	30 	+1.25 	350 	125
TryndamereSquare.png Tryndamere 	461 	+98 	7 	+0.9 	100 	+0 	0 	+0 	56 	+3.2 	0.670 	+2.9% 	18.9 	+3.1 	30 	+1.25 	345 	125
TwistedFateSquare.png Twisted Fate 	384 	+82 	4.5 	+0.6 	202 	+38 	6.5 	+0.5 	46.41 	+3.3 	0.651 	+3.22% 	15.25 	+3.15 	30 	+0 	330 	525
TwitchSquare.png Twitch 	389 	+81 	5.0 	+0.6 	220 	+40 	6.5 	+0.45 	46 	+3 	0.679 	+3.38% 	18 	+3 	30 	+0 	330 	550
UdyrSquare.png Udyr 	427 	+99 	7.45 	+0.75 	220 	+30 	6.75 	+0.45 	52.91 	+3.2 	0.658 	+2.67% 	18.75 	+4 	30 	+1.25 	345 	125
UrgotSquare.png Urgot 	437 	+89 	5.5 	+0.6 	220 	+55 	7.5 	+0.65 	48 	+3.6 	0.644 	+2.9% 	19 	+3.3 	30 	+0 	335 	425
VarusSquare.png Varus 	400 	+82 	4.5 	+0.55 	250 	+36 	6.5 	+0.5 	46 	+3 	0.658 	+3% 	17.5 	+3.4 	30 	+0 	330 	575
VayneSquare.png Vayne 	359 	+83 	4.5 	+0.55 	173 	+35 	6.3 	+0.4 	50 	+3.25 	0.658 	+4% 	13.3 	+3.4 	30 	+0 	330 	550
VeigarSquare.png Veigar 	355 	+82 	4.5 	+0.55 	250 	+55 	6.9 	+0.6 	48.3 	+2.625 	0.625 	+2.24% 	16.25 	+3.75 	30 	+0 	340 	525
Vel'KozSquare.png Vel'Koz 	380 	+76 	4.5 	+0.55 	250 	+45 	7 	+0.6 	51.66 	+3.14159265359 	0.625 	+1.36% 	16 	+3.5 	30 	+0 	340 	525
ViSquare.png Vi 	440 	+85 	7.5 	+0.9 	220 	+45 	7.0 	+0.65 	50 	+3.5 	0.644 	+2.5% 	20 	+3.5 	30 	+1.25 	350 	125
ViktorSquare.png Viktor 	385 	+78 	6.75 	+0.65 	240 	+50 	6.9 	+0.45 	49 	+3 	0.625 	+2.11% 	16 	+4 	30 	+0 	335 	525
VladimirSquare.png Vladimir 	400 	+85 	6.0 	+0.6 	0 	+0 	0 	+0 	45 	+3 	0.658 	+2% 	16 	+3.5 	30 	+0 	335 	450
VolibearSquare.png Volibear 	440 	+86 	7.0 	+0.65 	220 	+30 	7.0 	+0.65 	54 	+3.3 	0.658 	+2.67% 	20.5 	+3.5 	30 	+1.25 	345 	125
WarwickSquare.png Warwick 	428 	+98 	7.05 	+0.8 	190 	+30 	7.1 	+0.6 	56.76 	+3.375 	0.679 	+2.88% 	20 	+3.5 	30 	+1.25 	345 	125
WukongSquare.png Wukong 	435 	+85 	5.1 	+0.65 	202 	+38 	6.95 	+0.65 	54.5 	+3.2 	0.658 	+3.0% 	19 	+3.5 	30 	+1.25 	345 	175
XerathSquare.png Xerath 	380 	+80 	4.5 	+0.55 	238 	+47 	6.0 	+0.65 	51.66 	+3 	0.625 	+1.36% 	16 	+3.5 	30 	+0 	340 	525
XinZhaoSquare.png Xin Zhao 	445 	+87 	7.0 	+0.7 	215 	+35 	6.5 	+0.45 	52 	+3.3 	0.672 	+2.6% 	20 	+3.5 	30 	+1.25 	345 	175
YasuoSquare.png Yasuo 	430 	+82 	5 	+0.9 	60 	+0 	0 	+0 	50 	+3.2 	0.658 	+3.2% 	19 	+3.4 	30 	+0 	350 	175
YorickSquare.png Yorick 	421 	+85 	7 	+0.70 	235 	+35 	6 	+0.45 	51.7 	+3.5 	0.625 	+3.0% 	19 	+3.6 	30 	+1.25 	345 	125
ZacSquare.png Zac 	455 	+95 	7.0 	+0.55 	0 	+0 	0 	+0 	54 	+3.375 	0.638 	+1.6% 	18 	+3.5 	30 	+1.25 	335 	125
ZedSquare.png Zed 	445 	+80 	6.0 	+0.65 	200 	+0 	50 	+0 	49 	+3.4 	0.658 	+3.1% 	21 	+3.5 	30 	+1.25 	345 	125
ZiggsSquare.png Ziggs 	390 	+80 	5.25 	+0.6 	250 	+50 	6.75 	+0.6 	51 	+3.1 	0.656 	+2% 	16 	+3.3 	30 	+0 	325 	550
ZileanSquare.png Zilean 	380 	+71 	4.6 	+0.5 	260 	+60 	6.95 	+0.65 	48.6 	+3 	0.625 	+2.13% 	10.75 	+3.8 	30 	+0 	335 	600
ZyraSquare.png Zyra 	355 	+74 	4.85 	+0.5 	250 	+50 	7.1 	+0.75 	50 	+3.2 	0.625 	+2.11% 	15 	+3 	30 	+0 	325 	575
